   ,job_name                ,norm_job_submit_time,ddl     ,T4      ,P100    ,V100
0  ,34b3d819023ea21e28afd50f,0                   ,inf     ,176371.0,273155.0,445043.0
1  ,af3b0f5e810838d6c33840e1,0                   ,159643.0,109920.0,169209.0,283840.0
2  ,8b3581e39780f46e28e48c4a,0                   ,389344.0,120370.0,240371.0,352437.0
3  ,e3789c5e546bbbe82007127f,0                   ,inf     ,120608.0,232288.0,305810.0
4  ,8dc5b00629f823cf8d30cade,0                   ,314569.0,110661.0,157663.0,222738.0
5  ,a5fca6521f8613a8d5a7e54b,0                   ,inf     ,87436.0 ,154630.0,227714.0
6  ,6661e092f01b74b115fd4212,0                   ,inf     ,175809.0,269466.0,453807.0
7  ,9f0d56b7e61c0233f8eac927,0                   ,inf     ,52938.0 ,103943.0,134979.0
8  ,4a90ccfb89c54e38dd6223de,0                   ,156626.0,63230.0 ,94940.0 ,152956.0
9  ,be6307cdb221d1708e7b9314,0                   ,inf     ,109677.0,211983.0,366467.0
10 ,3e8f649722e82dcde5d8a1f1,0                   ,284104.0,50132.0 ,97203.0 ,124146.0
11 ,070d1ef25c84f9e7899a7a73,0                   ,inf     ,112490.0,185386.0,292570.0
12 ,39b44fde874a6225e935a790,0                   ,231671.0,124997.0,214722.0,331773.0
13 ,b643578285eac064d1a906cb,0                   ,inf     ,22023.0 ,37528.0 ,56498.0
14 ,3c259019a86bdf12797826db,0                   ,187573.0,65431.0 ,123889.0,158749.0
15 ,5277c5dc618b01973aae1376,0                   ,inf     ,72199.0 ,106768.0,191976.0
16 ,46698b87248217a14b68dcec,0                   ,inf     ,23559.0 ,34537.0 ,61004.0
17 ,801d01d97d3b500d3d85931d,0                   ,inf     ,32978.0 ,56948.0 ,79763.0
18 ,c732eebb1b3b0dad7f65fbde,0                   ,inf     ,22078.0 ,39819.0 ,54764.0
19 ,a3f0b61189409a87bae76d27,0                   ,inf     ,15939.0 ,31552.0 ,40965.0
20 ,504e42bbb0e7b4aaffa736be,0                   ,inf     ,10734.0 ,19159.0 ,27752.0
21 ,e6c75130934453752980d2b5,0                   ,inf     ,17235.0 ,27400.0 ,43726.0
22 ,f2b1e54d0e7c3a14bb00e352,0                   ,inf     ,37223.0 ,60421.0 ,89635.0
23 ,4036dc4b04d02fc50362ac61,0                   ,42747.0 ,22358.0 ,32218.0 ,56218.0
24 ,9996b43474c2a67297ca4541,0                   ,14601.0 ,9254.0  ,17307.0 ,23669.0
25 ,dbf19d21115c334deb03a612,0                   ,inf     ,6647.0  ,9575.0  ,16251.0
26 ,cf9e392ce766c6f1f08b3cd3,0                   ,inf     ,2343.0  ,3605.0  ,5815.0
27 ,2b6f206c7f3b1a7e9b245377,0                   ,99.0    ,46.0    ,67.0    ,120.0
28 ,5cbf0afe4c8f6b5a5ce349e2,0                   ,inf     ,24.0    ,39.0    ,61.0
29 ,0be405b22b614ad944a2168d,0                   ,145.0   ,54.0    ,98.0    ,143.0
30 ,5a60fd3f568385bc187e35cb,0                   ,inf     ,16.0    ,29.0    ,41.0
31 ,cb234f1327f5068522c68396,0                   ,inf     ,16.0    ,25.0    ,39.0
32 ,fa636e4bc68aab56f5e0aa99,0                   ,inf     ,114.0   ,196.0   ,280.0
33 ,ab1ac4349833fa90a46857ef,0                   ,inf     ,649.0   ,1044.0  ,1611.0
34 ,148cf86f7abf000c9233e2e1,0                   ,inf     ,266.0   ,379.0   ,651.0
35 ,c5662f6c9db0a4d5043382c8,0                   ,inf     ,54.0    ,89.0    ,130.0
36 ,690a83ece1d223f349dc2525,0                   ,inf     ,15.0    ,28.0    ,36.0
37 ,0cd059623c7558f462556dc1,0                   ,inf     ,325.0   ,535.0   ,780.0
38 ,04d44e50088d091cfb15aa70,0                   ,inf     ,104.0   ,207.0   ,272.0
39 ,5cafd4d0526e19f3e20486b0,0                   ,69.0    ,25.0    ,37.0    ,66.0
40 ,74146fd4419f6be43dbc0523,0                   ,inf     ,16.0    ,31.0    ,39.0
41 ,5c5d7073a01b86674fd7e430,0                   ,inf     ,74.0    ,133.0   ,183.0
42 ,e9df0fc80d33f85645668015,0                   ,inf     ,16.0    ,22.0    ,39.0
43 ,e93e3ae0a84df50b284cd038,0                   ,inf     ,828.0   ,1218.0  ,2141.0
44 ,2716d99a87f73d496c1efef5,0                   ,inf     ,20277.0 ,34250.0 ,51995.0
45 ,c121c77370748271b8c15b08,0                   ,inf     ,54.0    ,96.0    ,132.0
46 ,168abcc0ec9b89b632e838b8,0                   ,inf     ,946.0   ,1835.0  ,2310.0
47 ,2dd28e7c91845a3fddf87b3b,0                   ,inf     ,16.0    ,28.0    ,38.0
48 ,94f35185d31cde240c281108,0                   ,inf     ,3993.0  ,5944.0  ,10459.0
49 ,ca68a8e6ed78dff264bcb47d,0                   ,inf     ,24.0    ,43.0    ,58.0
50 ,986c2f96f6a00fab822f3c02,0                   ,inf     ,55.0    ,107.0   ,143.0
51 ,57611732f0149b82891b1aa7,0                   ,inf     ,64.0    ,110.0   ,167.0
52 ,731d227949444d92b238731b,0                   ,inf     ,54.0    ,81.0    ,135.0
53 ,beaa733fdfae0332e656033f,0                   ,inf     ,15.0    ,26.0    ,36.0
54 ,6257bc3d8054686c0d269c4b,0                   ,inf     ,2598.0  ,4146.0  ,6313.0
55 ,a1a1f333ac5c51c6b06fb012,0                   ,105.0   ,75.0    ,121.0   ,187.0
56 ,a42e24f540722c36fac7465d,0                   ,inf     ,92935.0 ,157644.0,234101.0
57 ,8910e7791b41a7327530bc96,0                   ,inf     ,9324.0  ,18468.0 ,22886.0
58 ,801bc4d9b2e9a5dadb76b73d,0                   ,inf     ,134.0   ,238.0   ,344.0
59 ,f85f6085b5b41d4f5e04566f,0                   ,inf     ,64.0    ,95.0    ,163.0
60 ,be6d173964f97ca5f3cbf8e3,0                   ,inf     ,114.0   ,219.0   ,278.0
61 ,b975a836390e0017ccbaac65,0                   ,161.0   ,64.0    ,112.0   ,162.0
62 ,0628b6aedf8f14c570f6c33b,0                   ,147.0   ,54.0    ,101.0   ,136.0
63 ,c143cb21268c124206fcc884,0                   ,inf     ,75.0    ,124.0   ,182.0
64 ,158de737839a542c0ea512f6,0                   ,211.0   ,74.0    ,112.0   ,183.0
65 ,273da972963727e55a6965df,0                   ,inf     ,144.0   ,245.0   ,372.0
66 ,e65cfac102b7aca5e415d039,0                   ,inf     ,63.0    ,116.0   ,155.0
67 ,9d3330f8b0814b92b5e789fb,0                   ,inf     ,55.0    ,87.0    ,144.0
68 ,1c33c261b4a8178fb88d3e34,0                   ,inf     ,64.0    ,104.0   ,166.0
69 ,7ce943e36e7877460279134b,0                   ,inf     ,44.0    ,85.0    ,116.0
70 ,708c8622238cf41dc01ceec7,0                   ,inf     ,44.0    ,75.0    ,106.0
71 ,94b921ed9596dc09a26ea205,0                   ,inf     ,54.0    ,89.0    ,138.0
72 ,4b0f8d755299af88317a282a,0                   ,inf     ,54.0    ,94.0    ,136.0
73 ,9c8cda9440c1e1bec597e54e,0                   ,inf     ,346.0   ,645.0   ,871.0
74 ,9ee30b55e2713f89c79f7af4,0                   ,inf     ,24.0    ,45.0    ,61.0
75 ,6a23110e95c3e0f4d827979f,0                   ,inf     ,135.0   ,225.0   ,324.0
76 ,b6d666d87378ed341920a12d,0                   ,1066.0  ,735.0   ,1266.0  ,1775.0
77 ,bf4b54a38709f79dccdbacfe,0                   ,2101.0  ,1063.0  ,1851.0  ,2707.0
78 ,3c31ad55e59870af4573863f,0                   ,72.0    ,55.0    ,102.0   ,141.0
79 ,035fe2e3bc3dd15917a8b2b6,0                   ,inf     ,315.0   ,453.0   ,826.0
80 ,65b1c60b12ab882833ae2534,0                   ,inf     ,55.0    ,102.0   ,132.0
81 ,baa69f7a222711b8a7991b6e,0                   ,inf     ,156.0   ,307.0   ,392.0
82 ,92c4a821ddacea18d137ef0d,0                   ,inf     ,95.0    ,139.0   ,237.0
83 ,a444c371bb7530d424f19746,0                   ,inf     ,54.0    ,82.0    ,143.0
84 ,118f9970ec62ba7121cb14c6,0                   ,304.0   ,124.0   ,186.0   ,308.0
85 ,b0b355d97376c45ac9663313,0                   ,inf     ,54.0    ,87.0    ,131.0
86 ,f1cedb76ff64a97c1309d16c,0                   ,inf     ,25.0    ,45.0    ,66.0
87 ,bac59edf1f860061c702be38,0                   ,inf     ,64.0    ,97.0    ,154.0
88 ,5a15f3d1ae63778b22dce961,0                   ,inf     ,64.0    ,95.0    ,168.0
89 ,1e7028910bc6ca55f92e2a28,0                   ,inf     ,64.0    ,95.0    ,160.0
90 ,e2f24dcac886a9920d2af4bf,0                   ,inf     ,44.0    ,78.0    ,115.0
91 ,52f5956a68c4ce9f409cbcbb,0                   ,inf     ,54.0    ,104.0   ,136.0
92 ,46ab260ec3d12ebaf89aced1,0                   ,inf     ,54.0    ,99.0    ,135.0
93 ,a81aadcbf8311ebaadac181d,0                   ,inf     ,1422.0  ,2105.0  ,2962.0
94 ,6d648b7c0952c1a566ad9ada,0                   ,inf     ,85.0    ,125.0   ,205.0
95 ,88e89debd640f21bbc39277b,0                   ,2391.0  ,1763.0  ,2666.0  ,4246.0
96 ,610ad03c5967514a92940b1c,0                   ,inf     ,1312.0  ,2295.0  ,3189.0
97 ,a4fa9ca1306c5ad3e8774645,0                   ,inf     ,1401.0  ,1981.0  ,3566.0
98 ,8d4e642e614d7ffe4daa965d,0                   ,inf     ,1190.0  ,2187.0  ,3089.0
99 ,80ba3784bfa184bb51257591,0                   ,inf     ,1433.0  ,2076.0  ,3520.0
100,0ced1c4e7fb77dffbe2e4588,0                   ,inf     ,558.0   ,841.0   ,1371.0
101,b7e557ccb0ba080db47e0978,0                   ,inf     ,1552.0  ,2226.0  ,4005.0
102,47f3ef90ce7f7d6423132f5e,0                   ,inf     ,1009.0  ,1425.0  ,2657.0
103,64ac96d3ed8a3f012387b073,0                   ,inf     ,1612.0  ,3071.0  ,4167.0
104,a6effa9fe9729c5cccc7c138,0                   ,inf     ,1161.0  ,2292.0  ,2978.0
105,d4829b8de148d2fe68c3d055,0                   ,inf     ,3290.0  ,5338.0  ,7938.0
106,a65439400567067ddb651c15,0                   ,inf     ,1522.0  ,2515.0  ,3683.0
107,128724c03f7c055bdb8619e5,0                   ,inf     ,1612.0  ,2466.0  ,3901.0
108,d03a9decb3a2c5f9f8ed04da,0                   ,inf     ,1613.0  ,2827.0  ,4157.0
109,6803e5d926284d32a2d4fcea,0                   ,inf     ,1552.0  ,2236.0  ,3761.0
110,e82ce59bd5f55c16e5b36ce5,0                   ,4574.0  ,1733.0  ,2881.0  ,4584.0
111,e9fd0da0ae71ff6622ff4ac0,0                   ,inf     ,326.0   ,624.0   ,846.0
112,2c3e7f313340e4bd732ddd5c,0                   ,7323.0  ,3059.0  ,5765.0  ,7971.0
113,9d7d5d39f2ec817ef18415bc,0                   ,inf     ,1551.0  ,2863.0  ,4034.0
114,d6c1d51e459898f0956df82f,0                   ,4712.0  ,3470.0  ,6144.0  ,8661.0
115,a0014fc75932944be8ac7b94,0                   ,inf     ,65.0    ,110.0   ,160.0
116,d6e56f44ef70cb13c5e0c9bc,0                   ,inf     ,64.0    ,102.0   ,154.0
117,4602838a9b55aec3c4d6b052,0                   ,inf     ,147.0   ,215.0   ,389.0
118,60c244e04ed375768a5a52cb,0                   ,623.0   ,241.0   ,450.0   ,606.0
119,d2ca42b19e15fdf72f0f32af,0                   ,inf     ,1002.0  ,1885.0  ,2487.0
120,144080c574fb95b02df75686,0                   ,inf     ,185.0   ,354.0   ,474.0
121,26deec69ee9346070ffba3c4,0                   ,inf     ,54.0    ,88.0    ,141.0
122,2f9aefa0de0aaf0a0581db58,0                   ,inf     ,169991.0,238260.0,451793.0
123,1765d39388860c6921efd214,0                   ,391.0   ,136.0   ,209.0   ,348.0
124,ffcdb80e999aa6ce0eb758b5,0                   ,inf     ,335.0   ,597.0   ,870.0
125,a4cbb0ebfeca3f8425c89d02,0                   ,inf     ,366.0   ,525.0   ,941.0
126,fab2353b9ec75913dc84a258,0                   ,inf     ,155.0   ,287.0   ,390.0
127,8ca604bf9f0b0bf80e0d181e,0                   ,inf     ,416.0   ,757.0   ,1097.0
128,01933f5508b14d5c5c352e63,0                   ,inf     ,336.0   ,542.0   ,863.0
129,df8bd969c3887353ed09aef0,0                   ,695.0   ,406.0   ,606.0   ,995.0
130,fbb2bac9040cafc0b9de63bb,0                   ,inf     ,355.0   ,499.0   ,937.0
131,12da28aff79bb3cd29e0cef6,0                   ,inf     ,426.0   ,676.0   ,1112.0
132,5528db6579787aa7a2bf171b,0                   ,inf     ,426.0   ,782.0   ,1044.0
133,20ebfb90a0b2fc44203d0059,0                   ,inf     ,396.0   ,664.0   ,973.0
134,16af5dea036a7150c5346bb9,0                   ,inf     ,407.0   ,684.0   ,1027.0
135,b349eaa4be5a574edd5f6121,0                   ,inf     ,476.0   ,745.0   ,1215.0
