,job_name,norm_job_submit_time,ddl,T4,P100,V100
0,34b3d819023ea21e28afd50f,0.0,inf,176371.0,122197.0,82676.0
1,af3b0f5e810838d6c33840e1,65724.0,inf,109920.0,94696.0,51460.0
2,8b3581e39780f46e28e48c4a,66246.0,inf,325332.0,240371.0,121898.0
3,e3789c5e546bbbe82007127f,66313.0,inf,412677.0,232288.0,154902.0
4,8dc5b00629f823cf8d30cade,66385.0,inf,184170.0,157663.0,115030.0
5,a5fca6521f8613a8d5a7e54b,66454.0,inf,208486.0,154630.0,92712.0
6,6661e092f01b74b115fd4212,86968.0,306036.0,175809.0,166566.0,51499.0
7,9f0d56b7e61c0233f8eac927,120424.0,inf,52938.0,40390.0,22461.0
8,4a90ccfb89c54e38dd6223de,120713.0,inf,63230.0,44091.0,18946.0
9,be6307cdb221d1708e7b9314,121119.0,inf,306245.0,211983.0,111234.0
10,3e8f649722e82dcde5d8a1f1,123752.0,286148.0,136179.0,97203.0,75544.0
11,070d1ef25c84f9e7899a7a73,128369.0,inf,344628.0,185386.0,91444.0
12,39b44fde874a6225e935a790,129574.0,inf,124997.0,80313.0,48069.0
13,b643578285eac064d1a906cb,139975.0,inf,195049.0,88708.0,56498.0
14,3c259019a86bdf12797826db,148375.0,inf,65431.0,34826.0,25115.0
15,5277c5dc618b01973aae1376,149271.0,inf,72199.0,54762.0,32565.0
16,46698b87248217a14b68dcec,149273.0,inf,23559.0,18955.0,13428.0
17,801d01d97d3b500d3d85931d,149273.0,inf,32978.0,22785.0,18058.0
18,c732eebb1b3b0dad7f65fbde,149833.0,inf,50813.0,39819.0,30902.0
19,a3f0b61189409a87bae76d27,154962.0,inf,135721.0,58215.0,40965.0
20,504e42bbb0e7b4aaffa736be,159694.0,inf,66064.0,45714.0,27752.0
21,e6c75130934453752980d2b5,160234.0,inf,130552.0,94727.0,43726.0
22,f2b1e54d0e7c3a14bb00e352,161354.0,inf,37223.0,27691.0,14988.0
23,4036dc4b04d02fc50362ac61,161941.0,inf,22358.0,13549.0,8846.0
24,9996b43474c2a67297ca4541,163262.0,177177.0,9254.0,8251.0,3715.0
25,dbf19d21115c334deb03a612,164923.0,inf,6647.0,4446.0,2231.0
26,cf9e392ce766c6f1f08b3cd3,167868.0,inf,2343.0,1444.0,870.0
27,2b6f206c7f3b1a7e9b245377,168985.0,169040.0,46.0,34.0,20.0
28,5cbf0afe4c8f6b5a5ce349e2,169062.0,inf,24.0,12.0,12.0
29,0be405b22b614ad944a2168d,169063.0,169130.0,54.0,42.0,20.0
30,5a60fd3f568385bc187e35cb,169307.0,inf,16.0,13.0,6.0
31,cb234f1327f5068522c68396,169313.0,inf,16.0,13.0,5.0
32,fa636e4bc68aab56f5e0aa99,169341.0,169492.0,114.0,75.0,40.0
33,ab1ac4349833fa90a46857ef,169368.0,inf,649.0,456.0,374.0
34,148cf86f7abf000c9233e2e1,169415.0,inf,266.0,244.0,88.0
35,c5662f6c9db0a4d5043382c8,169483.0,169556.0,54.0,47.0,24.0
36,690a83ece1d223f349dc2525,169513.0,inf,15.0,10.0,4.0
37,0cd059623c7558f462556dc1,169523.0,inf,325.0,183.0,151.0
38,04d44e50088d091cfb15aa70,169582.0,inf,104.0,60.0,49.0
39,5cafd4d0526e19f3e20486b0,169610.0,169650.0,25.0,15.0,10.0
40,74146fd4419f6be43dbc0523,169626.0,inf,16.0,12.0,7.0
41,5c5d7073a01b86674fd7e430,169684.0,inf,74.0,50.0,24.0
42,e9df0fc80d33f85645668015,169712.0,169735.0,16.0,12.0,8.0
43,e93e3ae0a84df50b284cd038,169718.0,inf,828.0,612.0,379.0
44,2716d99a87f73d496c1efef5,169764.0,inf,20277.0,15729.0,6571.0
45,c121c77370748271b8c15b08,169790.0,inf,54.0,39.0,29.0
46,168abcc0ec9b89b632e838b8,169797.0,inf,946.0,723.0,349.0
47,2dd28e7c91845a3fddf87b3b,169843.0,inf,16.0,9.0,8.0
48,94f35185d31cde240c281108,169859.0,175230.0,3993.0,2948.0,1130.0
49,ca68a8e6ed78dff264bcb47d,169879.0,169915.0,24.0,14.0,8.0
50,986c2f96f6a00fab822f3c02,169886.0,169961.0,55.0,34.0,23.0
51,57611732f0149b82891b1aa7,169962.0,inf,64.0,40.0,20.0
52,731d227949444d92b238731b,170079.0,inf,54.0,48.0,24.0
53,beaa733fdfae0332e656033f,170099.0,inf,15.0,9.0,7.0
54,6257bc3d8054686c0d269c4b,170137.0,173347.0,2598.0,2192.0,1038.0
55,a1a1f333ac5c51c6b06fb012,170202.0,inf,75.0,66.0,27.0
56,a42e24f540722c36fac7465d,170280.0,inf,92935.0,70911.0,44410.0
57,8910e7791b41a7327530bc96,170289.0,inf,9324.0,5957.0,3683.0
58,801bc4d9b2e9a5dadb76b73d,170593.0,inf,134.0,72.0,50.0
59,f85f6085b5b41d4f5e04566f,170605.0,170700.0,64.0,53.0,25.0
60,be6d173964f97ca5f3cbf8e3,170628.0,170789.0,114.0,87.0,51.0
61,b975a836390e0017ccbaac65,170728.0,inf,64.0,41.0,17.0
62,0628b6aedf8f14c570f6c33b,170908.0,inf,54.0,42.0,26.0
63,c143cb21268c124206fcc884,170915.0,inf,75.0,59.0,37.0
64,158de737839a542c0ea512f6,170947.0,inf,74.0,58.0,42.0
65,273da972963727e55a6965df,171008.0,inf,144.0,94.0,52.0
66,e65cfac102b7aca5e415d039,171012.0,inf,63.0,47.0,23.0
67,9d3330f8b0814b92b5e789fb,171039.0,inf,55.0,40.0,25.0
68,1c33c261b4a8178fb88d3e34,171065.0,171158.0,64.0,55.0,21.0
69,7ce943e36e7877460279134b,171084.0,inf,44.0,28.0,24.0
70,708c8622238cf41dc01ceec7,171092.0,inf,44.0,33.0,22.0
71,94b921ed9596dc09a26ea205,171099.0,171173.0,54.0,29.0,14.0
72,4b0f8d755299af88317a282a,171103.0,171170.0,54.0,32.0,26.0
73,9c8cda9440c1e1bec597e54e,171192.0,inf,346.0,236.0,220.0
74,9ee30b55e2713f89c79f7af4,171198.0,inf,24.0,18.0,10.0
75,6a23110e95c3e0f4d827979f,171277.0,inf,135.0,116.0,71.0
76,b6d666d87378ed341920a12d,171325.0,inf,735.0,466.0,249.0
77,bf4b54a38709f79dccdbacfe,171334.0,inf,1063.0,748.0,341.0
78,3c31ad55e59870af4573863f,171365.0,171460.0,55.0,37.0,20.0
79,035fe2e3bc3dd15917a8b2b6,171372.0,171984.0,315.0,198.0,92.0
80,65b1c60b12ab882833ae2534,171394.0,inf,55.0,45.0,18.0
81,baa69f7a222711b8a7991b6e,171403.0,inf,156.0,123.0,76.0
82,92c4a821ddacea18d137ef0d,171427.0,171552.0,95.0,84.0,35.0
83,a444c371bb7530d424f19746,171462.0,inf,54.0,49.0,26.0
84,118f9970ec62ba7121cb14c6,171470.0,171679.0,124.0,77.0,55.0
85,b0b355d97376c45ac9663313,171549.0,inf,54.0,31.0,14.0
