  ,job_name                ,norm_job_submit_time,ddl     ,T4      ,P100    ,V100
0 ,34b3d819023ea21e28afd50f,0                   ,inf     ,176371.0,347467.0,464050.0
1 ,af3b0f5e810838d6c33840e1,0                   ,inf     ,109920.0,165260.0,274712.0
2 ,8b3581e39780f46e28e48c4a,0                   ,618736.0,156938.0,240371.0,361138.0
3 ,e3789c5e546bbbe82007127f,0                   ,339872.0,117205.0,232288.0,315320.0
4 ,8dc5b00629f823cf8d30cade,0                   ,inf     ,94335.0 ,157663.0,216103.0
5 ,a5fca6521f8613a8d5a7e54b,0                   ,inf     ,84035.0 ,154630.0,235728.0
6 ,6661e092f01b74b115fd4212,0                   ,inf     ,175809.0,294638.0,465873.0
7 ,9f0d56b7e61c0233f8eac927,0                   ,inf     ,52938.0 ,78149.0 ,139124.0
8 ,4a90ccfb89c54e38dd6223de,0                   ,inf     ,63230.0 ,100711.0,156251.0
9 ,be6307cdb221d1708e7b9314,0                   ,inf     ,109048.0,211983.0,299055.0
10,3e8f649722e82dcde5d8a1f1,0                   ,inf     ,68823.0 ,97203.0 ,120670.0
11,070d1ef25c84f9e7899a7a73,0                   ,inf     ,104033.0,185386.0,300608.0
12,39b44fde874a6225e935a790,0                   ,inf     ,124997.0,220111.0,304281.0
13,b643578285eac064d1a906cb,0                   ,inf     ,22970.0 ,35505.0 ,56498.0
14,3c259019a86bdf12797826db,0                   ,inf     ,65431.0 ,127556.0,163760.0
15,5277c5dc618b01973aae1376,0                   ,inf     ,72199.0 ,141091.0,173838.0
16,46698b87248217a14b68dcec,0                   ,inf     ,23559.0 ,34578.0 ,61372.0
17,801d01d97d3b500d3d85931d,0                   ,63481.0 ,32978.0 ,46775.0 ,81749.0
18,c732eebb1b3b0dad7f65fbde,0                   ,inf     ,20831.0 ,39819.0 ,62767.0
19,a3f0b61189409a87bae76d27,0                   ,inf     ,16725.0 ,27805.0 ,40965.0
20,504e42bbb0e7b4aaffa736be,0                   ,inf     ,10977.0 ,14851.0 ,27752.0
21,e6c75130934453752980d2b5,0                   ,124012.0,18161.0 ,32193.0 ,43726.0
22,f2b1e54d0e7c3a14bb00e352,0                   ,inf     ,37223.0 ,56963.0 ,98430.0
23,4036dc4b04d02fc50362ac61,0                   ,inf     ,22358.0 ,41555.0 ,58580.0
24,9996b43474c2a67297ca4541,0                   ,15864.0 ,9254.0  ,14428.0 ,23842.0
25,dbf19d21115c334deb03a612,0                   ,inf     ,6647.0  ,11414.0 ,17292.0
26,cf9e392ce766c6f1f08b3cd3,0                   ,6411.0  ,2343.0  ,3383.0  ,5946.0
27,2716d99a87f73d496c1efef5,0                   ,inf     ,20277.0 ,29010.0 ,50923.0
28,94f35185d31cde240c281108,0                   ,inf     ,3993.0  ,7048.0  ,9890.0
29,6257bc3d8054686c0d269c4b,0                   ,inf     ,2598.0  ,4368.0  ,6537.0
30,a42e24f540722c36fac7465d,0                   ,inf     ,92935.0 ,153721.0,246689.0
31,8910e7791b41a7327530bc96,0                   ,inf     ,9324.0  ,14865.0 ,23832.0
32,bf4b54a38709f79dccdbacfe,0                   ,inf     ,1063.0  ,1784.0  ,2586.0
33,a81aadcbf8311ebaadac181d,0                   ,inf     ,1349.0  ,2105.0  ,3178.0
34,88e89debd640f21bbc39277b,0                   ,inf     ,1763.0  ,2718.0  ,4379.0
35,610ad03c5967514a92940b1c,0                   ,inf     ,1312.0  ,2433.0  ,3282.0
36,a4fa9ca1306c5ad3e8774645,0                   ,inf     ,1401.0  ,2586.0  ,3715.0
37,8d4e642e614d7ffe4daa965d,0                   ,inf     ,1190.0  ,2260.0  ,2902.0
38,80ba3784bfa184bb51257591,0                   ,inf     ,1433.0  ,2071.0  ,3787.0
39,b7e557ccb0ba080db47e0978,0                   ,inf     ,1552.0  ,2873.0  ,3809.0
40,a6effa9fe9729c5cccc7c138,0                   ,3230.0  ,1161.0  ,2055.0  ,3059.0
41,47f3ef90ce7f7d6423132f5e,0                   ,inf     ,1009.0  ,1716.0  ,2428.0
42,64ac96d3ed8a3f012387b073,0                   ,2970.0  ,1612.0  ,2393.0  ,4191.0
43,d4829b8de148d2fe68c3d055,0                   ,inf     ,3290.0  ,6266.0  ,8453.0
44,a65439400567067ddb651c15,0                   ,inf     ,1522.0  ,2734.0  ,3666.0
45,128724c03f7c055bdb8619e5,0                   ,inf     ,1612.0  ,2585.0  ,3964.0
46,d03a9decb3a2c5f9f8ed04da,0                   ,inf     ,1613.0  ,2461.0  ,3900.0
47,e82ce59bd5f55c16e5b36ce5,0                   ,inf     ,1733.0  ,2510.0  ,4352.0
48,6803e5d926284d32a2d4fcea,0                   ,inf     ,1552.0  ,2408.0  ,4127.0
49,2c3e7f313340e4bd732ddd5c,0                   ,5126.0  ,3059.0  ,5101.0  ,7347.0
